meter_id,owner_id,wallet,kwh,window_epoch,mint_sig,slot,confirmed,grid_balance,delivered_onchain
fe1d658d-c362-456d-b21b-4622cc218f46,7467aad5-4b44-4ec3-97a0-4d267787b467,gcvoURwpvZY4RfbNjANZmRpiaNtcKHEsVcdrxF9a6Qn,5.0,1783693800,2rwpbh4sM9FvxUigNi8SJpGsZKfvymtZqbUyKP8QWZhWEDNUuW2JgdwjG93BAaSUuL8fq9WVx1r4v4YNzwzoxTQH,593,True,5.0,True
568fe655-7a9e-4921-90b7-fca69a035f59,518159b0-c4d8-4d80-91c1-d6609807dc26,EHx7LgdFnLvVoCk1eDiD5fzM7CPGFpcMNREo2vCRaWms,5.0,1783693800,TiWHNWR6x8hVsP9z1X5Re2FcED19qoJDvgr2vDTQP2wqz71y7bkXJfqP3G4DMwe6WdCR5msZbKLp6M73B74n8t2,593,True,5.0,True
bb093155-42f0-4fe7-9e46-7d24dfb3816e,c3657686-827f-4fde-aea3-335330214eea,4WCe8Y8tceggzkLvMzV6uRSJmVMjDjCLVuwP9DXuHH2P,5.0,1783693800,V46dQU179XPVUv2KEpCVLB6ryYiEGvvLExNRVskcXvHrRWRN6UXDuTr56RyGzVok2hJu3vFkbBRtwPPpRRdKPFo,592,True,5.0,True
6f5767c1-0fbb-4756-9f42-62a82c5b61a4,555ca79d-0992-4fd1-b865-e042eab6b12f,2PAazuLEJ5moUbHk9PPyomKKmGtsRa1RfVEKshp7KKWe,5.0,1783693800,4XVkNHv9iCHz6NtyWKHV86V4tRKRaMcR4ptpW3JjvhzNxyhZArFrCNCBFfSWNAR2aWGfK2f12yafL152a6U43YGZ,593,True,5.0,True
f920c156-7d23-44e1-95ef-cc94cba6d800,8fde8ebe-a689-4b0c-ac92-99a2aed62d86,9n7CXAsdYZweRkMgT1tGcqr1LkytJ2938wpcp7TWWSp1,5.0,1783693800,5TjSxD3tQDFHtPHWUc25i6YJhhtRkEBmQee2ktm4gC9nJc417XFy1YANdF4upSLqAgBtY71DGgMDuDzeeP9KA6Wz,593,True,5.0,True
a454ce78-3ce6-4cd0-ab76-b253449d83fe,f3b6a243-4576-4ab3-950d-a529e3002cfb,5qeFHLsRPb4xZ7AbRoZBAgX1hB9Qj34oCZ1PAEbPrPaa,5.0,1783693800,2G1EjyUPHTEtWU4xqmxS3WES18uaaeUUBL2F9pjWuFJ8ad697Zuja1JuaHZeTJ6gwdqocMsjwztUbbcFDhLje9CZ,593,True,5.0,True
3c0c90e6-1d4e-43d4-868b-6ef8b8bc2bc1,e90692ed-8dbf-4980-b1c6-d7ad6a628b7a,CYA4WfEcKrm5isondFhzuzdhqcZ72Xu2ipLiy1J2g7FQ,5.0,1783693800,4ypr8n8PzkgeGTXdbCavzNuHQHdpoHpgtJ4XL88kFoQJ99TRDguj1KY5xoEJ1igFvy3qfEUXx92J5TijggNXvd2y,593,True,5.0,True
7f2022e2-954a-465a-bd43-99deb0b3a482,37bcc1fe-feb0-4f97-b1d7-b5cb6995ecf4,9aTDjJJBv5PaMrinExukJbnJyFoak8xkbS6HyuwFnM7m,5.0,1783693800,3JNj5r6taZnbTyEKT2PPrf5DYmcuUFKbYUyCZrBqPUSD2Kv72hatBM5vwtrgvNTW3A1g2iCePMywaXzkLje2TcXJ,593,True,5.0,True
334e4d09-6f3b-4f4d-bd25-bc3d5655a1d1,41604214-fbbd-4e60-9042-be9d84cdb749,B7v7NGuspqfcCJFpANjuwsbZjegZVFjMA9cMEsL3A7Gg,5.0,1783693800,wKF2MQPCj39YJWYPQnyJ4xnpdxUw3LAmXfxpV9hMShVtNRLCMfggkmHJywVaqYEc2BQfxf635G9j6ukDn7U6NCR,593,True,5.0,True
82478f74-1367-4240-a7ed-038c19d97d3a,40fb70f1-d6bb-47db-b3ac-6640004b5ad1,AqSTg44YsQffWoyud3kJp1BAqyckNQHhmMasVZUNPstc,5.0,1783693800,hu1tpihdYBhkiaStHxcoesVdyHmWVDAhGL6C3Jjb4tYKNmp4dfvGVVyGiFn95h26JeSwG5FPj6yUw6UTz8S7Qxu,592,True,5.0,True
b49cc402-07de-4f80-848f-c1751936c92e,11fef541-f657-4515-8d9d-222dc26cf43a,E9JdR75k42gCiR1PvX3fD19izYvjSGNwBJJQMBWzjzAy,5.0,1783693800,4BkmFBnUfDrsCAnnUuzGuhMHScmr36fNcexUy6GThhHUa3ukf2b8PxHFZ5689Drb8zvJguKTsTCVSXcbMzdQTUJT,593,True,5.0,True
3c23e6fb-bcaa-4b7a-9048-39fb4e043821,0567d2b8-6502-4748-8330-790665e20cac,Az3sDHjH6PjH1sP7e8z3snDbZD4yjhzSMa4rzk2vxsxB,5.0,1783693800,2TdfcY4bYv9ErfwPnU4Roj6unBygj9Vvgm9NyM6xXG84UscVMdNLmyniNTj7q8KfBs3oiZkzMz9U7C9qSH6tRdQk,593,True,5.0,True
